Table 1: n>6, FLOPS<600 (n  L  H  FLOPS)
 35  52    2    552
 35  53    2    560
 35  54    2    568
 35  55    2    576
 35  56    2    584
 35  57    2    592
 36   1    2    148
 36   1    3    222
 36   1    4    296
 36   1    5    370
 36   1    6    444
 36   1    7    518
 36   1    8    592
 36   2    2    156
 36   2    3    240
 36   2    4    328
 36   2    5    420
 36   2    6    516
 36   3    2    164
 36   3    3    258
 36   3    4    360
 36   3    5    470
 36   3    6    588
 36   4    2    172
 36   4    3    276
 36   4    4    392
 36   4    5    520
 36   5    2    180
 36   5    3    294
 36   5    4    424
 36   5    5    570
 36   6    2    188
 36   6    3    312
 36   6    4    456
 36   7    2    196
 36   7    3    330
 36   7    4    488
 36   8    2    204
 36   8    3    348
 36   8    4    520
 36   9    2    212
 36   9    3    366
 36   9    4    552
 36  10    2    220
 36  10    3    384
 36  10    4    584
 36  11    2    228
 36  11    3    402
 36  12    2    236
 36  12    3    420
 36  13    2    244
 36  13    3    438
 36  14    2    252
 36  14    3    456
 36  15    2    260
 36  15    3    474
 36  16    2    268
 36  16    3    492
 36  17    2    276
 36  17    3    510
 36  18    2    284
 36  18    3    528
 36  19    2    292
 36  19    3    546
 36  20    2    300
 36  20    3    564
 36  21    2    308
 36  21    3    582
 36  22    2    316
 36  23    2    324
 36  24    2    332
 36  25    2    340
 36  26    2    348
 36  27    2    356
 36  28    2    364
 36  29    2    372
 36  30    2    380
 36  31    2    388
 36  32    2    396
 36  33    2    404
 36  34    2    412
 36  35    2    420
 36  36    2    428
 36  37    2    436
 36  38    2    444
 36  39    2    452
 36  40    2    460
 36  41    2    468
 36  42    2    476
 36  43    2    484
 36  44    2    492
 36  45    2    500
 36  46    2    508
 36  47    2    516
 36  48    2    524
 36  49    2    532
 36  50    2    540
 36  51    2    548
 36  52    2    556
 36  53    2    564
 36  54    2    572
 36  55    2    580
 36  56    2    588
 36  57    2    596
 37   1    2    152
 37   1    3    228
 37   1    4    304
 37   1    5    380
 37   1    6    456
 37   1    7    532
 37   2    2    160
 37   2    3    246
 37   2    4    336
 37   2    5    430
 37   2    6    528
 37   3    2    168
 37   3    3    264
 37   3    4    368
 37   3    5    480
 37   4    2    176
 37   4    3    282
 37   4    4    400
 37   4    5    530
 37   5    2    184
 37   5    3    300
 37   5    4    432
 37   5    5    580
 37   6    2    192
 37   6    3    318
 37   6    4    464
 37   7    2    200
 37   7    3    336
 37   7    4    496
 37   8    2    208
 37   8    3    354
 37   8    4    528
 37   9    2    216
 37   9    3    372
 37   9    4    560
 37  10    2    224
 37  10    3    390
 37  10    4    592
 37  11    2    232
 37  11    3    408
 37  12    2    240
 37  12    3    426
 37  13    2    248
 37  13    3    444
 37  14    2    256
 37  14    3    462
 37  15    2    264
 37  15    3    480
 37  16    2    272
 37  16    3    498
 37  17    2    280
 37  17    3    516
 37  18    2    288
 37  18    3    534
 37  19    2    296
 37  19    3    552
 37  20    2    304
 37  20    3    570
 37  21    2    312
 37  21    3    588
 37  22    2    320
 37  23    2    328
 37  24    2    336
 37  25    2    344
 37  26    2    352
 37  27    2    360
 37  28    2    368
 37  29    2    376
 37  30    2    384
 37  31    2    392
 37  32    2    400
 37  33    2    408
 37  34    2    416
 37  35    2    424
 37  36    2    432
 37  37    2    440
 37  38    2    448
 37  39    2    456
 37  40    2    464
 37  41    2    472
 37  42    2    480
 37  43    2    488
 37  44    2    496
 37  45    2    504
 37  46    2    512
 37  47    2    520
 37  48    2    528
 37  49    2    536
 37  50    2    544
 37  51    2    552
 37  52    2    560
 37  53    2    568
 37  54    2    576
 37  55    2    584
 37  56    2    592
 38   1    2    156
 38   1    3    234
 38   1    4    312
 38   1    5    390
 38   1    6    468
 38   1    7    546
 38   2    2    164
 38   2    3    252
 38   2    4    344
 38   2    5    440
 38   2    6    540
 38   3    2    172
 38   3    3    270
 38   3    4    376
 38   3    5    490
 38   4    2    180
 38   4    3    288
 38   4    4    408
 38   4    5    540
 38   5    2    188
 38   5    3    306
 38   5    4    440
 38   5    5    590
 38   6    2    196
 38   6    3    324
 38   6    4    472
 38   7    2    204
 38   7    3    342
 38   7    4    504
 38   8    2    212
 38   8    3    360
 38   8    4    536
 38   9    2    220
 38   9    3    378
 38   9    4    568
 38  10    2    228
 38  10    3    396
 38  11    2    236
 38  11    3    414
 38  12    2    244
 38  12    3    432
 38  13    2    252
 38  13    3    450
 38  14    2    260
 38  14    3    468
 38  15    2    268
 38  15    3    486
 38  16    2    276
 38  16    3    504
 38  17    2    284
 38  17    3    522
 38  18    2    292
 38  18    3    540
 38  19    2    300
 38  19    3    558
 38  20    2    308
 38  20    3    576
 38  21    2    316
 38  21    3    594
 38  22    2    324
 38  23    2    332
 38  24    2    340
 38  25    2    348
 38  26    2    356
 38  27    2    364
 38  28    2    372
 38  29    2    380
 38  30    2    388
 38  31    2    396
 38  32    2    404
 38  33    2    412
 38  34    2    420
 38  35    2    428
 38  36    2    436
 38  37    2    444
 38  38    2    452
 38  39    2    460
 38  40    2    468
 38  41    2    476
 38  42    2    484
 38  43    2    492
 38  44    2    500
 38  45    2    508
 38  46    2    516
 38  47    2    524
 38  48    2    532
 38  49    2    540
 38  50    2    548
 38  51    2    556
 38  52    2    564
 38  53    2    572
 38  54    2    580
 38  55    2    588
 38  56    2    596
 39   1    2    160
 39   1    3    240
 39   1    4    320
 39   1    5    400
 39   1    6    480
 39   1    7    560
 39   2    2    168
 39   2    3    258
 39   2    4    352
 39   2    5    450
 39   2    6    552
 39   3    2    176
 39   3    3    276
 39   3    4    384
 39   3    5    500
 39   4    2    184
 39   4    3    294
 39   4    4    416
 39   4    5    550
 39   5    2    192
 39   5    3    312
 39   5    4    448
 39   6    2    200
 39   6    3    330
 39   6    4    480
 39   7    2    208
 39   7    3    348
 39   7    4    512
 39   8    2    216
 39   8    3    366
 39   8    4    544
 39   9    2    224
 39   9    3    384
 39   9    4    576
 39  10    2    232
 39  10    3    402
 39  11    2    240
 39  11    3    420
 39  12    2    248
 39  12    3    438
 39  13    2    256
 39  13    3    456
 39  14    2    264
 39  14    3    474
 39  15    2    272
 39  15    3    492
 39  16    2    280
 39  16    3    510
 39  17    2    288
 39  17    3    528
 39  18    2    296
 39  18    3    546
 39  19    2    304
 39  19    3    564
 39  20    2    312
 39  20    3    582
 39  21    2    320
 39  22    2    328
 39  23    2    336
 39  24    2    344
 39  25    2    352
 39  26    2    360
 39  27    2    368
 39  28    2    376
 39  29    2    384
 39  30    2    392
 39  31    2    400
 39  32    2    408
 39  33    2    416
 39  34    2    424
 39  35    2    432
 39  36    2    440
 39  37    2    448
 39  38    2    456
 39  39    2    464
 39  40    2    472
 39  41    2    480
 39  42    2    488
 39  43    2    496
 39  44    2    504
 39  45    2    512
 39  46    2    520
 39  47    2    528
 39  48    2    536
 39  49    2    544
 39  50    2    552
 39  51    2    560
 39  52    2    568
 39  53    2    576
 39  54    2    584
 39  55    2    592
 40   1    2    164
 40   1    3    246
 40   1    4    328
 40   1    5    410
 40   1    6    492
 40   1    7    574
 40   2    2    172
 40   2    3    264
 40   2    4    360
 40   2    5    460
 40   2    6    564
 40   3    2    180
 40   3    3    282
 40   3    4    392
 40   3    5    510
 40   4    2    188
 40   4    3    300
 40   4    4    424
 40   4    5    560
 40   5    2    196
 40   5    3    318
 40   5    4    456
 40   6    2    204
 40   6    3    336
 40   6    4    488
 40   7    2    212
 40   7    3    354
 40   7    4    520
 40   8    2    220
 40   8    3    372
 40   8    4    552
 40   9    2    228
 40   9    3    390
 40   9    4    584
 40  10    2    236
 40  10    3    408
 40  11    2    244
 40  11    3    426
 40  12    2    252
 40  12    3    444
 40  13    2    260
 40  13    3    462
 40  14    2    268
 40  14    3    480
 40  15    2    276
 40  15    3    498
 40  16    2    284
 40  16    3    516
 40  17    2    292
 40  17    3    534
 40  18    2    300
 40  18    3    552
 40  19    2    308
 40  19    3    570
 40  20    2    316
 40  20    3    588
 40  21    2    324
 40  22    2    332
 40  23    2    340
 40  24    2    348
 40  25    2    356
 40  26    2    364
 40  27    2    372
 40  28    2    380
 40  29    2    388
 40  30    2    396
 40  31    2    404
 40  32    2    412
 40  33    2    420
 40  34    2    428
 40  35    2    436
 40  36    2    444
 40  37    2    452
 40  38    2    460
 40  39    2    468
 40  40    2    476
 40  41    2    484
 40  42    2    492
 40  43    2    500
 40  44    2    508
 40  45    2    516
 40  46    2    524
 40  47    2    532
 40  48    2    540
 40  49    2    548
 40  50    2    556
 40  51    2    564
 40  52    2    572
 40  53    2    580
 40  54    2    588
 40  55    2    596
 41   1    2    168
 41   1    3    252
 41   1    4    336
 41   1    5    420
 41   1    6    504
 41   1    7    588
 41   2    2    176
 41   2    3    270
 41   2    4    368
 41   2    5    470
 41   2    6    576
 41   3    2    184
 41   3    3    288
 41   3    4    400
 41   3    5    520
 41   4    2    192
 41   4    3    306
 41   4    4    432
 41   4    5    570
 41   5    2    200
 41   5    3    324
 41   5    4    464
 41   6    2    208
 41   6    3    342
 41   6    4    496
 41   7    2    216
 41   7    3    360
 41   7    4    528
 41   8    2    224
 41   8    3    378
 41   8    4    560
 41   9    2    232
 41   9    3    396
 41   9    4    592
 41  10    2    240
 41  10    3    414
 41  11    2    248
 41  11    3    432
 41  12    2    256
 41  12    3    450
 41  13    2    264
 41  13    3    468
 41  14    2    272
 41  14    3    486
 41  15    2    280
 41  15    3    504
 41  16    2    288
 41  16    3    522
 41  17    2    296
 41  17    3    540
 41  18    2    304
 41  18    3    558
 41  19    2    312
 41  19    3    576
 41  20    2    320
 41  20    3    594
 41  21    2    328
 41  22    2    336
 41  23    2    344
 41  24    2    352
 41  25    2    360
 41  26    2    368
 41  27    2    376
 41  28    2    384
 41  29    2    392
 41  30    2    400
 41  31    2    408
 41  32    2    416
 41  33    2    424
 41  34    2    432
 41  35    2    440
 41  36    2    448
 41  37    2    456
 41  38    2    464
 41  39    2    472
 41  40    2    480
 41  41    2    488
 41  42    2    496
 41  43    2    504
 41  44    2    512
 41  45    2    520
 41  46    2    528
 41  47    2    536
 41  48    2    544
 41  49    2    552
 41  50    2    560
 41  51    2    568
 41  52    2    576
 41  53    2    584
 41  54    2    592
 42   1    2    172
 42   1    3    258
 42   1    4    344
 42   1    5    430
 42   1    6    516
 42   2    2    180
 42   2    3    276
 42   2    4    376
 42   2    5    480
 42   2    6    588
 42   3    2    188
 42   3    3    294
 42   3    4    408
 42   3    5    530
 42   4    2    196
 42   4    3    312
 42   4    4    440
 42   4    5    580
 42   5    2    204
 42   5    3    330
 42   5    4    472
 42   6    2    212
 42   6    3    348
 42   6    4    504
 42   7    2    220
 42   7    3    366
