Table 1: n>6, FLOPS<600 (n  L  H  FLOPS)
 98  20    2    548
 98  21    2    556
 98  22    2    564
 98  23    2    572
 98  24    2    580
 98  25    2    588
 98  26    2    596
 99   1    2    400
 99   2    2    408
 99   3    2    416
 99   4    2    424
 99   5    2    432
 99   6    2    440
 99   7    2    448
 99   8    2    456
 99   9    2    464
 99  10    2    472
 99  11    2    480
 99  12    2    488
 99  13    2    496
 99  14    2    504
 99  15    2    512
 99  16    2    520
 99  17    2    528
 99  18    2    536
 99  19    2    544
 99  20    2    552
 99  21    2    560
 99  22    2    568
 99  23    2    576
 99  24    2    584
 99  25    2    592
100   1    2    404
100   2    2    412
100   3    2    420
100   4    2    428
100   5    2    436
100   6    2    444
100   7    2    452
100   8    2    460
100   9    2    468
100  10    2    476
100  11    2    484
100  12    2    492
100  13    2    500
100  14    2    508
100  15    2    516
100  16    2    524
100  17    2    532
100  18    2    540
100  19    2    548
100  20    2    556
100  21    2    564
100  22    2    572
100  23    2    580
100  24    2    588
100  25    2    596
101   1    2    408
101   2    2    416
101   3    2    424
101   4    2    432
101   5    2    440
101   6    2    448
101   7    2    456
101   8    2    464
101   9    2    472
101  10    2    480
101  11    2    488
101  12    2    496
101  13    2    504
101  14    2    512
101  15    2    520
101  16    2    528
101  17    2    536
101  18    2    544
101  19    2    552
101  20    2    560
101  21    2    568
101  22    2    576
101  23    2    584
101  24    2    592
102   1    2    412
102   2    2    420
102   3    2    428
102   4    2    436
102   5    2    444
102   6    2    452
102   7    2    460
102   8    2    468
102   9    2    476
102  10    2    484
102  11    2    492
102  12    2    500
102  13    2    508
102  14    2    516
102  15    2    524
102  16    2    532
102  17    2    540
102  18    2    548
102  19    2    556
102  20    2    564
102  21    2    572
102  22    2    580
102  23    2    588
102  24    2    596
103   1    2    416
103   2    2    424
103   3    2    432
103   4    2    440
103   5    2    448
103   6    2    456
103   7    2    464
103   8    2    472
103   9    2    480
103  10    2    488
103  11    2    496
103  12    2    504
103  13    2    512
103  14    2    520
103  15    2    528
103  16    2    536
103  17    2    544
103  18    2    552
103  19    2    560
103  20    2    568
103  21    2    576
103  22    2    584
103  23    2    592
104   1    2    420
104   2    2    428
104   3    2    436
104   4    2    444
104   5    2    452
104   6    2    460
104   7    2    468
104   8    2    476
104   9    2    484
104  10    2    492
104  11    2    500
104  12    2    508
104  13    2    516
104  14    2    524
104  15    2    532
104  16    2    540
104  17    2    548
104  18    2    556
104  19    2    564
104  20    2    572
104  21    2    580
104  22    2    588
104  23    2    596
105   1    2    424
105   2    2    432
105   3    2    440
105   4    2    448
105   5    2    456
105   6    2    464
105   7    2    472
105   8    2    480
105   9    2    488
105  10    2    496
105  11    2    504
105  12    2    512
105  13    2    520
105  14    2    528
105  15    2    536
105  16    2    544
105  17    2    552
105  18    2    560
105  19    2    568
105  20    2    576
105  21    2    584
105  22    2    592
106   1    2    428
106   2    2    436
106   3    2    444
106   4    2    452
106   5    2    460
106   6    2    468
106   7    2    476
106   8    2    484
106   9    2    492
106  10    2    500
106  11    2    508
106  12    2    516
106  13    2    524
106  14    2    532
106  15    2    540
106  16    2    548
106  17    2    556
106  18    2    564
106  19    2    572
106  20    2    580
106  21    2    588
106  22    2    596
107   1    2    432
107   2    2    440
107   3    2    448
107   4    2    456
107   5    2    464
107   6    2    472
107   7    2    480
107   8    2    488
107   9    2    496
107  10    2    504
107  11    2    512
107  12    2    520
107  13    2    528
107  14    2    536
107  15    2    544
107  16    2    552
107  17    2    560
107  18    2    568
107  19    2    576
107  20    2    584
107  21    2    592
108   1    2    436
108   2    2    444
108   3    2    452
108   4    2    460
108   5    2    468
108   6    2    476
108   7    2    484
108   8    2    492
108   9    2    500
108  10    2    508
108  11    2    516
108  12    2    524
108  13    2    532
108  14    2    540
108  15    2    548
108  16    2    556
108  17    2    564
108  18    2    572
108  19    2    580
108  20    2    588
108  21    2    596
109   1    2    440
109   2    2    448
109   3    2    456
109   4    2    464
109   5    2    472
109   6    2    480
109   7    2    488
109   8    2    496
109   9    2    504
109  10    2    512
109  11    2    520
109  12    2    528
109  13    2    536
109  14    2    544
109  15    2    552
109  16    2    560
109  17    2    568
109  18    2    576
109  19    2    584
109  20    2    592
110   1    2    444
110   2    2    452
110   3    2    460
110   4    2    468
110   5    2    476
110   6    2    484
110   7    2    492
110   8    2    500
110   9    2    508
110  10    2    516
110  11    2    524
110  12    2    532
110  13    2    540
110  14    2    548
110  15    2    556
110  16    2    564
110  17    2    572
110  18    2    580
110  19    2    588
110  20    2    596
111   1    2    448
111   2    2    456
111   3    2    464
111   4    2    472
111   5    2    480
111   6    2    488
111   7    2    496
111   8    2    504
111   9    2    512
111  10    2    520
111  11    2    528
111  12    2    536
111  13    2    544
111  14    2    552
111  15    2    560
111  16    2    568
111  17    2    576
111  18    2    584
111  19    2    592
112   1    2    452
112   2    2    460
112   3    2    468
112   4    2    476
112   5    2    484
112   6    2    492
112   7    2    500
112   8    2    508
112   9    2    516
112  10    2    524
112  11    2    532
112  12    2    540
112  13    2    548
112  14    2    556
112  15    2    564
112  16    2    572
112  17    2    580
112  18    2    588
112  19    2    596
113   1    2    456
113   2    2    464
113   3    2    472
113   4    2    480
113   5    2    488
113   6    2    496
113   7    2    504
113   8    2    512
113   9    2    520
113  10    2    528
113  11    2    536
113  12    2    544
113  13    2    552
113  14    2    560
113  15    2    568
113  16    2    576
113  17    2    584
113  18    2    592
114   1    2    460
114   2    2    468
114   3    2    476
114   4    2    484
114   5    2    492
114   6    2    500
114   7    2    508
114   8    2    516
114   9    2    524
114  10    2    532
114  11    2    540
114  12    2    548
114  13    2    556
114  14    2    564
114  15    2    572
114  16    2    580
114  17    2    588
114  18    2    596
115   1    2    464
115   2    2    472
115   3    2    480
115   4    2    488
115   5    2    496
115   6    2    504
115   7    2    512
115   8    2    520
115   9    2    528
115  10    2    536
115  11    2    544
115  12    2    552
115  13    2    560
115  14    2    568
115  15    2    576
115  16    2    584
115  17    2    592
116   1    2    468
116   2    2    476
116   3    2    484
116   4    2    492
116   5    2    500
116   6    2    508
116   7    2    516
116   8    2    524
116   9    2    532
116  10    2    540
116  11    2    548
116  12    2    556
116  13    2    564
116  14    2    572
116  15    2    580
116  16    2    588
116  17    2    596
117   1    2    472
117   2    2    480
117   3    2    488
117   4    2    496
117   5    2    504
117   6    2    512
117   7    2    520
117   8    2    528
117   9    2    536
117  10    2    544
117  11    2    552
117  12    2    560
117  13    2    568
117  14    2    576
117  15    2    584
117  16    2    592
118   1    2    476
118   2    2    484
118   3    2    492
118   4    2    500
118   5    2    508
118   6    2    516
118   7    2    524
118   8    2    532
118   9    2    540
118  10    2    548
118  11    2    556
118  12    2    564
118  13    2    572
118  14    2    580
118  15    2    588
118  16    2    596
119   1    2    480
119   2    2    488
119   3    2    496
119   4    2    504
119   5    2    512
119   6    2    520
119   7    2    528
119   8    2    536
119   9    2    544
119  10    2    552
119  11    2    560
119  12    2    568
119  13    2    576
119  14    2    584
119  15    2    592
120   1    2    484
120   2    2    492
120   3    2    500
120   4    2    508
120   5    2    516
120   6    2    524
120   7    2    532
120   8    2    540
120   9    2    548
120  10    2    556
120  11    2    564
120  12    2    572
120  13    2    580
120  14    2    588
120  15    2    596
121   1    2    488
121   2    2    496
121   3    2    504
121   4    2    512
121   5    2    520
121   6    2    528
121   7    2    536
121   8    2    544
121   9    2    552
121  10    2    560
121  11    2    568
121  12    2    576
121  13    2    584
121  14    2    592
122   1    2    492
122   2    2    500
122   3    2    508
122   4    2    516
122   5    2    524
122   6    2    532
122   7    2    540
122   8    2    548
122   9    2    556
122  10    2    564
122  11    2    572
122  12    2    580
122  13    2    588
122  14    2    596
123   1    2    496
123   2    2    504
123   3    2    512
123   4    2    520
123   5    2    528
123   6    2    536
123   7    2    544
123   8    2    552
123   9    2    560
123  10    2    568
123  11    2    576
123  12    2    584
123  13    2    592
124   1    2    500
124   2    2    508
124   3    2    516
124   4    2    524
124   5    2    532
124   6    2    540
124   7    2    548
124   8    2    556
124   9    2    564
124  10    2    572
124  11    2    580
124  12    2    588
124  13    2    596
125   1    2    504
125   2    2    512
125   3    2    520
125   4    2    528
125   5    2    536
125   6    2    544
125   7    2    552
125   8    2    560
125   9    2    568
125  10    2    576
125  11    2    584
125  12    2    592
126   1    2    508
126   2    2    516
126   3    2    524
126   4    2    532
126   5    2    540
126   6    2    548
126   7    2    556
126   8    2    564
126   9    2    572
126  10    2    580
126  11    2    588
126  12    2    596
127   1    2    512
127   2    2    520
127   3    2    528
127   4    2    536
127   5    2    544
127   6    2    552
127   7    2    560
127   8    2    568
127   9    2    576
127  10    2    584
127  11    2    592
128   1    2    516
128   2    2    524
128   3    2    532
128   4    2    540
128   5    2    548
128   6    2    556
128   7    2    564
128   8    2    572
128   9    2    580
128  10    2    588
128  11    2    596
129   1    2    520
129   2    2    528
129   3    2    536
129   4    2    544
129   5    2    552
129   6    2    560
129   7    2    568
129   8    2    576
129   9    2    584
129  10    2    592
130   1    2    524
130   2    2    532
130   3    2    540
130   4    2    548
130   5    2    556
130   6    2    564
130   7    2    572
130   8    2    580
130   9    2    588
130  10    2    596
131   1    2    528
131   2    2    536
131   3    2    544
131   4    2    552
131   5    2    560
131   6    2    568
131   7    2    576
131   8    2    584
131   9    2    592
132   1    2    532
132   2    2    540
132   3    2    548
132   4    2    556
132   5    2    564
132   6    2    572
132   7    2    580
132   8    2    588
132   9    2    596
133   1    2    536
133   2    2    544
133   3    2    552
133   4    2    560
133   5    2    568
133   6    2    576
133   7    2    584
133   8    2    592
134   1    2    540
134   2    2    548
134   3    2    556
134   4    2    564
134   5    2    572
134   6    2    580
134   7    2    588
134   8    2    596
135   1    2    544
135   2    2    552
135   3    2    560
135   4    2    568
135   5    2    576
135   6    2    584
135   7    2    592
136   1    2    548
136   2    2    556
136   3    2    564
136   4    2    572
136   5    2    580
136   6    2    588
136   7    2    596
137   1    2    552
137   2    2    560
137   3    2    568
137   4    2    576
137   5    2    584
137   6    2    592
138   1    2    556
138   2    2    564
138   3    2    572
138   4    2    580
138   5    2    588
138   6    2    596
139   1    2    560
139   2    2    568
139   3    2    576
139   4    2    584
139   5    2    592
140   1    2    564
140   2    2    572
140   3    2    580
140   4    2    588
140   5    2    596
141   1    2    568
141   2    2    576
141   3    2    584
141   4    2    592
142   1    2    572
142   2    2    580
142   3    2    588
142   4    2    596
143   1    2    576
143   2    2    584
143   3    2    592
144   1    2    580
144   2    2    588
144   3    2    596
145   1    2    584
145   2    2    592
146   1    2    588
146   2    2    596
147   1    2    592
148   1    2    596

Table 2: 4|n, FLOPS<720, not in T1 (n  L  H  FLOPS)
-----------------------------------
  8   1   34    612
  8   1   35    630
  8   1   36    648
  8   1   37    666
  8   1   38    684
  8   1   39    702
  8   2   14    644
  8   3   11    682
  8   4    9    648
  8   5    8    656
  8   6    7    616
  8   7    7    714
  8   8    6    612
  8   9    6    684
  8  12    5    640
  8  13    5    690
  8  18    4    616
  8  19    4    648
  8  20    4    680
  8  21    4    712
  8  32    3    612
  8  33    3    630
  8  34    3    648
  8  35    3    666
  8  36    3    684
  8  37    3    702
  8  72    2    604
  8  73    2    612
  8  74    2    620
  8  75    2    628
  8  76    2    636
  8  77    2    644
  8  78    2    652
  8  79    2    660
  8  80    2    668
  8  81    2    676
  8  82    2    684
  8  83    2    692
  8  84    2    700
  8  85    2    708
  8  86    2    716
 12   1   24    624
 12   1   25    650
 12   1   26    676
 12   1   27    702
 12   2   12    600
 12   2   13    676
 12   3   10    660
 12   6    7    672
 12   8    6    660
 12  11    5    630
 12  12    5    680
 12  17    4    616
 12  18    4    648
 12  19    4    680
 12  20    4    712
 12  30    3    600
 12  31    3    618
 12  32    3    636
 12  33    3    654
 12  34    3    672
 12  35    3    690
 12  36    3    708
 12  70    2    604
 12  71    2    612
 12  72    2    620
 12  73    2    628
 12  74    2    636
 12  75    2    644
 12  76    2    652
 12  77    2    660
 12  78    2    668
 12  79    2    676
 12  80    2    684
 12  81    2    692
 12  82    2    700
 12  83    2    708
 12  84    2    716
 16   1   18    612
 16   1   19    646
 16   1   20    680
 16   1   21    714
 16   2   11    616
 16   2   12    696
 16   3    9    630
 16   4    8    656
 16   5    7    630
 16   7    6    636
 16   8    6    708
 16  10    5    620
 16  11    5    670
 16  16    4    616
 16  17    4    648
 16  18    4    680
 16  19    4    712
 16  29    3    606
 16  30    3    624
 16  31    3    642
 16  32    3    660
 16  33    3    678
 16  34    3    696
 16  35    3    714
 16  68    2    604
 16  69    2    612
 16  70    2    620
 16  71    2    628
 16  72    2    636
 16  73    2    644
 16  74    2    652
 16  75    2    660
 16  76    2    668
 16  77    2    676
 16  78    2    684
 16  79    2    692
 16  80    2    700
 16  81    2    708
 16  82    2    716
 20   1   15    630
 20   1   16    672
 20   1   17    714
 20   2   10    620
 20   2   11    704
 20   3    9    702
 20   5    7    686
 20   6    6    612
 20   7    6    684
 20   9    5    610
 20  10    5    660
 20  11    5    710
 20  15    4    616
 20  16    4    648
 20  17    4    680
 20  18    4    712
 20  28    3    612
 20  29    3    630
 20  30    3    648
 20  31    3    666
 20  32    3    684
 20  33    3    702
 20  66    2    604
 20  67    2    612
 20  68    2    620
 20  69    2    628
 20  70    2    636
 20  71    2    644
 20  72    2    652
 20  73    2    660
 20  74    2    668
 20  75    2    676
 20  76    2    684
 20  77    2    692
 20  78    2    700
 20  79    2    708
 20  80    2    716
 24   1   12    600
 24   1   13    650
 24   1   14    700
 24   2    9    612
 24   2   10    700
 24   3    8    656
 24   4    7    644
 24   6    6    660
 24   8    5    600
 24   9    5    650
 24  10    5    700
 24  14    4    616
 24  15    4    648
 24  16    4    680
 24  17    4    712
 24  26    3    600
 24  27    3    618
 24  28    3    636
 24  29    3    654
 24  30    3    672
 24  31    3    690
 24  32    3    708
 24  64    2    604
 24  65    2    612
 24  66    2    620
 24  67    2    628
 24  68    2    636
 24  69    2    644
 24  70    2    652
 24  71    2    660
 24  72    2    668
 24  73    2    676
 24  74    2    684
 24  75    2    692
 24  76    2    700
 24  77    2    708
 24  78    2    716
 28   1   11    638
 28   1   12    696
 28   2    9    684
 28   3    7    602
 28   4    7    700
 28   5    6    636
 28   6    6    708
 28   8    5    640
 28   9    5    690
 28  13    4    616
 28  14    4    648
 28  15    4    680
 28  16    4    712
 28  25    3    606
 28  26    3    624
 28  27    3    642
 28  28    3    660
 28  29    3    678
 28  30    3    696
 28  31    3    714
 28  62    2    604
 28  63    2    612
 28  64    2    620
 28  65    2    628
 28  66    2    636
 28  67    2    644
 28  68    2    652
 28  69    2    660
 28  70    2    668
 28  71    2    676
 28  72    2    684
 28  73    2    692
 28  74    2    700
 28  75    2    708
 28  76    2    716
 32   1   10    660
 32   2    8    656
 32   3    7    658
 32   4    6    612
 32   5    6    684
 32   7    5    630
 32   8    5    680
 32  12    4    616
 32  13    4    648
 32  14    4    680
 32  15    4    712
 32  24    3    612
 32  25    3    630
 32  26    3    648
 32  27    3    666
 32  28    3    684
 32  29    3    702
 32  60    2    604
 32  61    2    612
 32  62    2    620
 32  63    2    628
 32  64    2    636
 32  65    2    644
 32  66    2    652
 32  67    2    660
 32  68    2    668
 32  69    2    676
 32  70    2    684
 32  71    2    692
 32  72    2    700
 32  73    2    708
 32  74    2    716
 36   1    9    666
 36   2    7    616
 36   3    7    714
 36   4    6    660
 36   6    5    620
 36   7    5    670
 36  11    4    616
 36  12    4    648
 36  13    4    680
 36  14    4    712
 36  22    3    600
 36  23    3    618
 36  24    3    636
 36  25    3    654
 36  26    3    672
 36  27    3    690
 36  28    3    708
 36  58    2    604
 36  59    2    612
 36  60    2    620
 36  61    2    628
 36  62    2    636
 36  63    2    644
 36  64    2    652
 36  65    2    660
 36  66    2    668
 36  67    2    676
 36  68    2    684
 36  69    2    692
 36  70    2    700
 36  71    2    708
 36  72    2    716
 40   1    8    656
 40   2    7    672
 40   3    6    636
 40   4    6    708
 40   5    5    610
 40   6    5    660
 40   7    5    710
 40  10    4    616
 40  11    4    648
 40  12    4    680
 40  13    4    712
 40  21    3    606
 40  22    3    624
 40  23    3    642
 40  24    3    660
 40  25    3    678
 40  26    3    696
 40  27    3    714
 40  56    2    604
 40  57    2    612
 40  58    2    620
 40  59    2    628
 40  60    2    636
 40  61    2    644
 40  62    2    652
 40  63    2    660
 40  64    2    668
 40  65    2    676
 40  66    2    684
 40  67    2    692
 40  68    2    700
 40  69    2    708
 40  70    2    716
 44   1    7    630
 44   2    6    612
 44   3    6    684
 44   4    5    600
 44   5    5    650
 44   6    5    700
 44   9    4    616
 44  10    4    648
 44  11    4    680
 44  12    4    712
 44  20    3    612
 44  21    3    630
 44  22    3    648
 44  23    3    666
 44  24    3    684
 44  25    3    702
 44  54    2    604
 44  55    2    612
 44  56    2    620
 44  57    2    628
 44  58    2    636
 44  59    2    644
 44  60    2    652
 44  61    2    660
 44  62    2    668
 44  63    2    676
 44  64    2    684
 44  65    2    692
 44  66    2    700
 44  67    2    708
 44  68    2    716
 48   1    7    686
 48   2    6    660
 48   4    5    640
 48   5    5    690
 48   8    4    616
 48   9    4    648
 48  10    4    680
 48  11    4    712
 48  18    3    600
 48  19    3    618
 48  20    3    636
 48  21    3    654
 48  22    3    672
 48  23    3    690
 48  24    3    708
 48  52    2    604
 48  53    2    612
 48  54    2    620
 48  55    2    628
 48  56    2    636
 48  57    2    644
 48  58    2    652
 48  59    2    660
 48  60    2    668
 48  61    2    676
 48  62    2    684
 48  63    2    692
 48  64    2    700
 48  65    2    708
 48  66    2    716
 52   1    6    636
 52   2    6    708
 52   3    5    630
 52   4    5    680
 52   7    4    616
 52   8    4    648
 52   9    4    680
 52  10    4    712
 52  17    3    606
 52  18    3    624
 52  19    3    642
 52  20    3    660
 52  21    3    678
 52  22    3    696
 52  23    3    714
 52  50    2    604
 52  51    2    612
 52  52    2    620
 52  53    2    628
 52  54    2    636
 52  55    2    644
 52  56    2    652
 52  57    2    660
 52  58    2    668
 52  59    2    676
 52  60    2    684
 52  61    2    692
 52  62    2    700
 52  63    2    708
 52  64    2    716
 56   1    6    684
 56   2    5    620
 56   3    5    670
 56   6    4    616
 56   7    4    648
 56   8    4    680
 56   9    4    712
 56  16    3    612
 56  17    3    630
 56  18    3    648
 56  19    3    666
 56  20    3    684
 56  21    3    702
 56  48    2    604
 56  49    2    612
 56  50    2    620
 56  51    2    628
 56  52    2    636
 56  53    2    644
 56  54    2    652
 56  55    2    660
 56  56    2    668
 56  57    2    676
 56  58    2    684
 56  59    2    692
 56  60    2    700
 56  61    2    708
 56  62    2    716
 60   1    5    610
 60   2    5    660
 60   3    5    710
 60   5    4    616
 60   6    4    648
 60   7    4    680
 60   8    4    712
 60  14    3    600
 60  15    3    618
 60  16    3    636
 60  17    3    654
 60  18    3    672
 60  19    3    690
 60  20    3    708
 60  46    2    604
 60  47    2    612
 60  48    2    620
 60  49    2    628
 60  50    2    636
 60  51    2    644
 60  52    2    652
 60  53    2    660
 60  54    2    668
 60  55    2    676
 60  56    2    684
 60  57    2    692
 60  58    2    700
 60  59    2    708
 60  60    2    716
 64   1    5    650
 64   2    5    700
 64   4    4    616
 64   5    4    648
 64   6    4    680
 64   7    4    712
 64  13    3    606
 64  14    3    624
 64  15    3    642
 64  16    3    660
 64  17    3    678
 64  18    3    696
 64  19    3    714
 64  44    2    604
 64  45    2    612
 64  46    2    620
 64  47    2    628
 64  48    2    636
 64  49    2    644
 64  50    2    652
 64  51    2    660
 64  52    2    668
 64  53    2    676
 64  54    2    684
 64  55    2    692
 64  56    2    700
 64  57    2    708
 64  58    2    716
 68   1    5    690
 68   3    4    616
 68   4    4    648
 68   5    4    680
 68   6    4    712
 68  12    3    612
 68  13    3    630
 68  14    3    648
 68  15    3    666
 68  16    3    684
 68  17    3    702
 68  42    2    604
 68  43    2    612
 68  44    2    620
 68  45    2    628
 68  46    2    636
 68  47    2    644
 68  48    2    652
 68  49    2    660
 68  50    2    668
 68  51    2    676
 68  52    2    684
 68  53    2    692
 68  54    2    700
 68  55    2    708
 68  56    2    716
 72   2    4    616
 72   3    4    648
 72   4    4    680
 72   5    4    712
 72  10    3    600
 72  11    3    618
 72  12    3    636
 72  13    3    654
 72  14    3    672
 72  15    3    690
 72  16    3    708
 72  40    2    604
 72  41    2    612
 72  42    2    620
 72  43    2    628
 72  44    2    636
 72  45    2    644
 72  46    2    652
 72  47    2    660
 72  48    2    668
 72  49    2    676
 72  50    2    684
 72  51    2    692
 72  52    2    700
 72  53    2    708
 72  54    2    716
 76   1    4    616
 76   2    4    648
 76   3    4    680
 76   4    4    712
 76   9    3    606
 76  10    3    624
 76  11    3    642
 76  12    3    660
 76  13    3    678
 76  14    3    696
 76  15    3    714
 76  38    2    604
 76  39    2    612
 76  40    2    620
 76  41    2    628
 76  42    2    636
 76  43    2    644
 76  44    2    652
 76  45    2    660
 76  46    2    668
 76  47    2    676
 76  48    2    684
 76  49    2    692
 76  50    2    700
 76  51    2    708
 76  52    2    716
 80   1    4    648
 80   2    4    680
 80   3    4    712
 80   8    3    612
 80   9    3    630
 80  10    3    648
 80  11    3    666
 80  12    3    684
 80  13    3    702
 80  36    2    604
 80  37    2    612
 80  38    2    620
 80  39    2    628
 80  40    2    636
 80  41    2    644
 80  42    2    652
 80  43    2    660
 80  44    2    668
 80  45    2    676
 80  46    2    684
 80  47    2    692
 80  48    2    700
 80  49    2    708
 80  50    2    716
 84   1    4    680
 84   2    4    712
 84   6    3    600
 84   7    3    618
 84   8    3    636
 84   9    3    654
 84  10    3    672
 84  11    3    690
 84  12    3    708
 84  34    2    604
 84  35    2    612
 84  36    2    620
 84  37    2    628
 84  38    2    636
 84  39    2    644
 84  40    2    652
 84  41    2    660
 84  42    2    668
 84  43    2    676
 84  44    2    684
 84  45    2    692
 84  46    2    700
 84  47    2    708
 84  48    2    716
 88   1    4    712
 88   5    3    606
 88   6    3    624
 88   7    3    642
 88   8    3    660
 88   9    3    678
 88  10    3    696
 88  11    3    714
 88  32    2    604
 88  33    2    612
 88  34    2    620
 88  35    2    628
 88  36    2    636
 88  37    2    644
 88  38    2    652
 88  39    2    660
 88  40    2    668
 88  41    2    676
 88  42    2    684
 88  43    2    692
 88  44    2    700
 88  45    2    708
 88  46    2    716
 92   4    3    612
 92   5    3    630
 92   6    3    648
 92   7    3    666
 92   8    3    684
 92   9    3    702
 92  30    2    604
 92  31    2    612
 92  32    2    620
 92  33    2    628
 92  34    2    636
 92  35    2    644
 92  36    2    652
 92  37    2    660
 92  38    2    668
 92  39    2    676
 92  40    2    684
 92  41    2    692
 92  42    2    700
 92  43    2    708
 92  44    2    716
 96   2    3    600
 96   3    3    618
 96   4    3    636
 96   5    3    654
 96   6    3    672
 96   7    3    690
 96   8    3    708
 96  28    2    604
 96  29    2    612
 96  30    2    620
 96  31    2    628
 96  32    2    636
 96  33    2    644
 96  34    2    652
 96  35    2    660
 96  36    2    668
 96  37    2    676
 96  38    2    684
 96  39    2    692
 96  40    2    700
 96  41    2    708
 96  42    2    716
100   1    3    606
100   2    3    624
100   3    3    642
100   4    3    660
100   5    3    678
100   6    3    696
100   7    3    714
100  26    2    604
100  27    2    612
100  28    2    620
100  29    2    628
100  30    2    636
100  31    2    644
100  32    2    652
100  33    2    660
100  34    2    668
100  35    2    676
100  36    2    684
100  37    2    692
100  38    2    700
100  39    2    708
100  40    2    716
104   1    3    630
104   2    3    648
104   3    3    666
104   4    3    684
104   5    3    702
104  24    2    604
104  25    2    612
104  26    2    620
104  27    2    628
104  28    2    636
104  29    2    644
104  30    2    652
104  31    2    660
104  32    2    668
104  33    2    676
104  34    2    684
104  35    2    692
104  36    2    700
104  37    2    708
104  38    2    716
108   1    3    654
108   2    3    672
108   3    3    690
108   4    3    708
108  22    2    604
108  23    2    612
108  24    2    620
108  25    2    628
108  26    2    636
108  27    2    644
108  28    2    652
108  29    2    660
108  30    2    668
108  31    2    676
108  32    2    684
108  33    2    692
108  34    2    700
108  35    2    708
108  36    2    716
112   1    3    678
112   2    3    696
112   3    3    714
112  20    2    604
112  21    2    612
112  22    2    620
112  23    2    628
112  24    2    636
112  25    2    644
112  26    2    652
112  27    2    660
112  28    2    668
112  29    2    676
112  30    2    684
112  31    2    692
112  32    2    700
112  33    2    708
112  34    2    716
116   1    3    702
116  18    2    604
116  19    2    612
116  20    2    620
116  21    2    628
116  22    2    636
116  23    2    644
116  24    2    652
116  25    2    660
116  26    2    668
116  27    2    676
116  28    2    684
116  29    2    692
116  30    2    700
116  31    2    708
116  32    2    716
120  16    2    604
120  17    2    612
120  18    2    620
120  19    2    628
120  20    2    636
120  21    2    644
120  22    2    652
120  23    2    660
120  24    2    668
120  25    2    676
120  26    2    684
120  27    2    692
120  28    2    700
120  29    2    708
120  30    2    716
124  14    2    604
124  15    2    612
124  16    2    620
124  17    2    628
124  18    2    636
124  19    2    644
124  20    2    652
124  21    2    660
124  22    2    668
124  23    2    676
124  24    2    684
124  25    2    692
124  26    2    700
124  27    2    708
124  28    2    716
128  12    2    604
128  13    2    612
128  14    2    620
128  15    2    628
128  16    2    636
128  17    2    644
128  18    2    652
128  19    2    660
128  20    2    668
128  21    2    676
128  22    2    684
128  23    2    692
128  24    2    700
128  25    2    708
128  26    2    716
132  10    2    604
132  11    2    612
132  12    2    620
132  13    2    628
132  14    2    636
132  15    2    644
132  16    2    652
132  17    2    660
132  18    2    668
132  19    2    676
132  20    2    684
132  21    2    692
132  22    2    700
132  23    2    708
132  24    2    716
136   8    2    604
136   9    2    612
136  10    2    620
136  11    2    628
136  12    2    636
136  13    2    644
136  14    2    652
136  15    2    660
136  16    2    668
136  17    2    676
136  18    2    684
136  19    2    692
136  20    2    700
136  21    2    708
136  22    2    716
140   6    2    604
140   7    2    612
140   8    2    620
140   9    2    628
140  10    2    636
140  11    2    644
140  12    2    652
140  13    2    660
140  14    2    668
140  15    2    676
140  16    2    684
140  17    2    692
140  18    2    700
140  19    2    708
140  20    2    716
144   4    2    604
144   5    2    612
144   6    2    620
144   7    2    628
144   8    2    636
144   9    2    644
144  10    2    652
144  11    2    660
144  12    2    668
144  13    2    676
144  14    2    684
144  15    2    692
144  16    2    700
144  17    2    708
144  18    2    716
148   2    2    604
148   3    2    612
148   4    2    620
148   5    2    628
148   6    2    636
148   7    2    644
148   8    2    652
148   9    2    660
148  10    2    668
148  11    2    676
148  12    2    684
148  13    2    692
148  14    2    700
148  15    2    708
148  16    2    716

Table 3: 8|L or 16|L, FLOPS<810, not in T1-T2 (n  L  H  FLOPS)
-----------------------------------
  7   8    6    600
  7   8    7    798
  7  24    4    800
  7  32    3    606
  7  40    3    750
  7  72    2    600
  7  80    2    664
  7  88    2    728
  7  96    2    792
  8  24    4    808
  8  40    3    756
  8  88    2    732
  8  96    2    796
  9   8    6    624
  9  32    3    618
  9  40    3    762
  9  72    2    608
  9  80    2    672
  9  88    2    736
  9  96    2    800
 10   8    6    636
 10  32    3    624
 10  40    3    768
 10  72    2    612
 10  80    2    676
 10  88    2    740
 10  96    2    804
 11   8    6    648
 11  32    3    630
 11  40    3    774
 11  72    2    616
 11  80    2    680
 11  88    2    744
 11  96    2    808
 12  40    3    780
 12  88    2    748
 13   8    6    672
 13  32    3    642
 13  40    3    786
 13  72    2    624
 13  80    2    688
 13  88    2    752
 14   8    6    684
 14  16    4    600
 14  32    3    648
 14  40    3    792
 14  72    2    628
 14  80    2    692
 14  88    2    756
 15   8    6    696
 15  16    4    608
 15  32    3    654
 15  40    3    798
 15  72    2    632
 15  80    2    696
 15  88    2    760
 16  40    3    804
 16  88    2    764
 17   8    6    720
 17  16    4    624
 17  32    3    666
 17  72    2    640
 17  80    2    704
 17  88    2    768
 18   8    6    732
 18  16    4    632
 18  32    3    672
 18  72    2    644
 18  80    2    708
 18  88    2    772
 19   8    6    744
